zrc_mean,zrc_std,zrc-max,rms_mean,rms_std,rms_max,mfcc1_mean,mfcc1_std,mfcc1_skew,mfcc1_kurt,mfcc2_mean,mfcc2_std,mfcc2_skew,mfcc2_kurt,mfcc3_mean,mfcc3_std,mfcc3_skew,mfcc3_kurt,mfcc4_mean,mfcc4_std,mfcc4_skew,mfcc4_kurt,mfcc5_mean,mfcc5_std,mfcc5_skew,mfcc5_kurt,mfcc6_mean,mfcc6_std,mfcc6_skew,mfcc6_kurt,mfcc7_mean,mfcc7_std,mfcc7_skew,mfcc7_kurt,mfcc8_mean,mfcc8_std,mfcc8_skew,mfcc8_kurt,mfcc9_mean,mfcc9_std,mfcc9_skew,mfcc9_kurt,mfcc10_mean,mfcc10_std,mfcc10_skew,mfcc10_kurt,mfcc11_mean,mfcc11_std,mfcc11_skew,mfcc11_kurt,mfcc12_mean,mfcc12_std,mfcc12_skew,mfcc12_kurt,mfcc13_mean,mfcc13_std,mfcc13_skew,mfcc13_kurt,mfcc1_delta_mean,mfcc1_delta_std,mfcc1_delta2_mean,mfcc1_delta2_std,mfcc2_delta_mean,mfcc2_delta_std,mfcc2_delta2_mean,mfcc2_delta2_std,mfcc3_delta_mean,mfcc3_delta_std,mfcc3_delta2_mean,mfcc3_delta2_std,mfcc4_delta_mean,mfcc4_delta_std,mfcc4_delta2_mean,mfcc4_delta2_std,mfcc5_delta_mean,mfcc5_delta_std,mfcc5_delta2_mean,mfcc5_delta2_std,mfcc6_delta_mean,mfcc6_delta_std,mfcc6_delta2_mean,mfcc6_delta2_std,mfcc7_delta_mean,mfcc7_delta_std,mfcc7_delta2_mean,mfcc7_delta2_std,mfcc8_delta_mean,mfcc8_delta_std,mfcc8_delta2_mean,mfcc8_delta2_std,mfcc9_delta_mean,mfcc9_delta_std,mfcc9_delta2_mean,mfcc9_delta2_std,mfcc10_delta_mean,mfcc10_delta_std,mfcc10_delta2_mean,mfcc10_delta2_std,mfcc11_delta_mean,mfcc11_delta_std,mfcc11_delta2_mean,mfcc11_delta2_std,mfcc12_delta_mean,mfcc12_delta_std,mfcc12_delta2_mean,mfcc12_delta2_std,mfcc13_delta_mean,mfcc13_delta_std,mfcc13_delta2_mean,mfcc13_delta2_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_contrast_mean,spectral_contrast_std,rolloff_mean,rolloff_std,pitch_mean,pitch_std,pitch_max,pitch_min,tempo,chroma1_mean,chroma1_std,chroma2_mean,chroma2_std,chroma3_mean,chroma3_std,chroma4_mean,chroma4_std,chroma5_mean,chroma5_std,chroma6_mean,chroma6_std,chroma7_mean,chroma7_std,chroma8_mean,chroma8_std,chroma9_mean,chroma9_std,chroma10_mean,chroma10_std,chroma11_mean,chroma11_std,chroma12_mean,chroma12_std,file_path,modality,voice_channel,emotion,intensity,statement,repetition,actor,gender
0.034490824854651166,0.036294337758007014,0.23291015625,0.21319115,0.10000088,0.40718535,-147.92084,77.90669,-0.5666897296905518,-0.38592362,111.500854,48.595028,-1.245254397392273,2.8929372,-11.361566,28.675264,1.6758419275283813,4.7926507,23.604658,30.560448,0.21159690618515015,-0.13720441,-1.3334453,20.105988,0.06293968856334686,-0.54907656,-16.898773,15.591311,0.20062710344791412,2.4746485,-15.318128,16.554417,-0.13811588287353516,-0.7834368,-29.926271,13.672703,-0.11909093707799911,-0.28001332,-24.116024,15.486619,0.12364708632230759,-0.68587184,2.8188806,17.447395,-0.3930467665195465,-0.44713593,-17.911816,12.793599,0.04952355474233627,-0.52602506,-0.5750424,10.991915,-0.1308775246143341,-0.7717898,-19.143887,9.762764,0.23032380640506744,-0.17988682,-0.5508171,14.435627,-0.29370597,6.199273,0.41443396,8.285866,-0.06565167,3.6447976,-0.24605219,5.584272,0.10687753,2.4537203,-0.39683726,3.5707505,-0.050040364,1.425745,0.012096246,3.1393754,0.03500662,1.2405841,-0.013740269,3.0718408,0.112445496,1.5717891,-0.08135332,2.1584654,0.07722417,0.97491986,0.067118384,2.248001,0.016704632,1.0128413,0.13896114,2.1751156,-0.0066643115,0.9676789,-0.037844084,2.0099547,0.035034683,0.90117514,-0.02666814,1.735397,0.046489295,1.0684993,0.015456681,2.0890005,-0.043147802,0.9861206,-0.031748246,1.8236871,0.05089269,0.91780514,2022.2303146816596,1248.0878855997787,2718.7874887468142,658.0003311200819,29.626400092701772,5.371533188939956,3634.7747093023254,2420.538150659302,412.3761,210.21738,1576.2375,141.30449,95.23809523809524,0.4704915,0.36234918,0.3015995,0.24324124,0.2986963,0.31535837,0.31965378,0.27669847,0.4095696,0.29851857,0.51580626,0.3157711,0.39775866,0.28344712,0.31003642,0.30956143,0.1891014,0.24757446,0.1498559,0.22524777,0.18878724,0.2322965,0.38541913,0.33980528,d:\multimodal emotion recognition system\data\Audio_Song_Actors_01-24\Actor_01\03-02-01-01-01-01-01.wav,03,02,neutral,01,01,01,01,male
0.038340203773041474,0.04124205234634848,0.27099609375,0.16958804,0.08540457,0.3684546,-165.87149,75.71754,-0.7575801610946655,-0.28750372,106.33745,43.27988,-1.5276154279708862,3.2485385,-12.938701,30.72302,1.0515336990356445,1.8420377,22.726278,29.07998,0.2036915123462677,-0.103286505,-3.1796415,18.87168,-0.04242457449436188,-0.8573847,-21.333054,16.152092,0.05986076220870018,0.7239163,-14.872133,16.325562,0.01157057099044323,-1.0320711,-29.8298,15.992833,0.21956446766853333,-0.9371493,-15.651549,17.77804,-0.38110116124153137,-0.13627934,3.861313,15.266763,-0.6578517556190491,0.19523335,-14.062338,12.084313,-0.09969251602888107,-0.61761403,-4.2199044,12.333925,-0.08855953067541122,0.8293526,-16.25698,10.661293,-0.0706234946846962,-0.26035738,-0.5377796,14.271658,-0.27575642,5.8158875,0.3407248,7.8466706,-0.050611805,3.8824277,-0.100861475,5.5268335,0.13450432,2.1373467,-0.3538482,3.273751,-0.030875998,1.4615995,0.021302646,2.6927335,0.043978814,1.2478995,0.0021194378,3.0463548,0.11784421,1.5289,0.060823254,2.061438,-0.008830822,1.0193381,0.05748287,2.4824765,0.053143486,1.1268213,0.027586836,2.2697356,-0.0014632801,1.046536,0.07189248,2.1794531,-0.010399958,1.0249975,-0.029189026,2.02218,0.012070685,1.0565879,-0.104524024,2.009643,-0.040682647,0.90081286,-0.11360448,1.7841356,-0.0013656155,0.8066941,2115.278133706496,1289.539959378006,2785.1571740418967,677.2472854957555,29.034090262559797,5.851227377269283,3721.3781682027648,2422.167439652083,424.03333,201.48575,793.0813,150.60149,101.69491525423729,0.47796378,0.3709051,0.31164163,0.27342543,0.24164516,0.26943937,0.27865666,0.24676521,0.35261416,0.28979015,0.51510215,0.3112801,0.4498488,0.27798292,0.42953864,0.34873274,0.26888615,0.27490819,0.13426031,0.16589761,0.15547155,0.22656307,0.32975626,0.3593943,d:\multimodal emotion recognition system\data\Audio_Song_Actors_01-24\Actor_01\03-02-01-01-01-02-01.wav,03,02,neutral,01,01,02,01,male
0.04348248667061611,0.056029554883594394,0.25244140625,0.21352173,0.10033278,0.44913262,-146.28053,80.124214,-0.8876798152923584,0.35620975,101.59423,64.26916,-1.2650017738342285,1.1814456,-2.8771946,33.252773,0.6345817446708679,-0.058948755,27.26643,20.911888,-0.21926403045654297,0.11801863,-4.980436,21.065748,-0.22717586159706116,-0.5033555,-12.819126,19.237362,0.36536070704460144,0.64122224,-16.294329,19.296051,-0.08276700973510742,-0.9226432,-27.330065,16.675295,0.3577282130718231,-0.4824562,-20.59212,12.976852,-0.5757691264152527,0.5627978,-0.49867937,17.345701,-0.4502248466014862,0.01481986,-15.551619,11.986132,0.09874100238084793,0.037138462,-2.4701679,11.460253,-0.28908246755599976,-0.44003057,-16.37221,12.654283,-0.14494986832141876,-0.25304198,-0.6451244,14.760352,-0.2626864,6.209908,0.12975135,9.151359,-0.124485515,4.052283,0.0965748,5.9462457,0.17294967,2.476574,-0.32448864,3.320786,0.08188107,1.3221935,0.1447499,3.5755725,0.09762828,1.3878019,0.04638219,3.4604974,0.03785497,1.4981619,0.05450321,2.9024544,-0.03761327,1.4042209,0.06416002,2.6390662,0.074579336,1.4526455,-0.015664196,2.266749,0.08405954,1.1234881,-0.03877817,2.164356,-0.056861117,0.9472382,0.021247407,1.9388529,0.017274026,1.1029366,-0.09704656,1.9929695,-0.07070024,1.1429381,0.015689868,1.9973387,0.08235085,1.0325894,2193.493027033319,1579.3461084148742,2667.8646309804876,663.6224191913988,28.807417120662606,5.483735768160766,3835.8634478672984,2585.993037442849,351.75574,177.20096,724.7361,134.11293,109.0909090909091,0.47255152,0.36270088,0.35598364,0.30819526,0.28945532,0.27986223,0.34956002,0.29003364,0.44358233,0.31445312,0.50686383,0.27998754,0.4473817,0.3033297,0.35324824,0.33119398,0.22361067,0.25443697,0.17186464,0.20652117,0.2242431,0.29775482,0.3523705,0.32080722,d:\multimodal emotion recognition system\data\Audio_Song_Actors_01-24\Actor_01\03-02-01-01-02-01-01.wav,03,02,neutral,01,02,01,01,male
0.04013625592417062,0.049994014090270864,0.232421875,0.24195091,0.10149959,0.41733882,-125.25996,72.02241,-0.828977644443512,-0.16065264,99.26485,55.918304,-1.3422337770462036,2.018982,-5.5678396,32.472916,0.8865662217140198,0.25757027,25.87769,20.634565,-0.08966630697250366,-0.3540368,-2.6860461,17.938213,-0.10494473576545715,-0.8965137,-15.627701,17.455023,0.46711379289627075,0.27608848,-20.753788,17.791061,0.09717155247926712,-1.1147474,-29.061398,18.112612,0.23192349076271057,-0.78832316,-20.175907,12.496574,-0.28638046979904175,0.03432226,5.462662,17.348928,-0.40694138407707214,-0.42676592,-16.030502,11.178012,0.09190228581428528,-0.09855938,-1.9581677,11.576143,-0.08203606307506561,-0.70056653,-17.92552,12.928345,0.041420407593250275,-0.5628662,-0.95204085,13.289326,-0.3121448,5.6355276,0.22998926,8.543227,-0.1678794,3.7584689,0.005253914,6.1881037,0.2424397,2.776928,-0.21148944,3.3830848,0.15634811,1.3249326,0.06644284,3.1421938,0.08168043,1.372527,-0.022778777,3.209908,0.058126435,1.4492886,0.16233365,2.5414536,-0.046262532,1.1794374,0.1022735,2.664199,0.048453473,1.2776904,0.05615059,1.8729429,-0.012497163,0.8794481,-0.018661436,1.9980904,-0.06632319,0.94303167,0.028617572,1.9605472,-0.01802129,1.0935625,-0.053402707,1.884601,-0.0074283783,0.9542095,0.0065860725,1.9807566,0.091223195,0.95720214,2236.772198500309,1491.1979667130881,2814.922764631666,690.7651466538973,29.74072243424067,5.080367522351055,4056.353672985782,2687.4002970092415,368.4286,180.09492,703.3797,141.13127,107.14285714285714,0.4340244,0.3569915,0.2943609,0.2696646,0.2529488,0.26566744,0.32921308,0.3183506,0.41361812,0.31014946,0.4888329,0.30696988,0.43538854,0.2901419,0.37369552,0.34308198,0.20469564,0.23870294,0.13308041,0.18041314,0.14200012,0.1977169,0.31586033,0.32538694,d:\multimodal emotion recognition system\data\Audio_Song_Actors_01-24\Actor_01\03-02-01-01-02-02-01.wav,03,02,neutral,01,02,02,01,male
0.028800064819868996,0.033560513036277134,0.22265625,0.2342316,0.09533025,0.40496206,-149.20422,66.79855,-0.678266167640686,-0.22103286,114.36365,45.41894,-1.0809764862060547,2.0561156,-2.2041595,27.387255,1.4874765872955322,3.4455209,25.305027,28.799784,-0.19865618646144867,-0.10126901,2.2262504,21.96099,-0.22362469136714935,-0.8250406,-19.298862,19.429548,-0.17641519010066986,-0.17523599,-12.32709,15.164414,-0.37356114387512207,-0.6915114,-24.697397,14.802951,0.3269834816455841,0.57404304,-21.063824,15.21551,0.17132049798965454,-0.38824105,4.4947267,16.981659,-0.4790864586830139,-0.64618826,-16.650839,12.855025,0.40819838643074036,0.018274069,-11.267292,12.320164,-0.17746511101722717,0.7756896,-14.841421,10.573094,0.46680155396461487,-0.13202238,-0.51152503,11.524796,-0.07756482,5.546777,0.34280476,6.8641696,-0.044737052,3.1316226,-0.12802473,5.0741334,0.07467335,2.2875173,-0.2927141,3.0085254,-0.07250446,1.4392242,0.03236021,2.9279008,-0.05200281,1.3901987,0.060634565,3.2425,0.06609646,1.4385893,-0.019481013,1.9620136,-0.0066861734,1.0211895,-0.018830994,2.6079981,0.0509451,1.2016923,0.041728083,1.9489799,0.006067652,1.1180409,0.024442881,1.8536686,0.006531953,0.9029428,0.025272798,1.8479407,0.031125188,1.0752376,-0.01585758,1.9376484,-0.016212177,1.0009252,-0.10622394,1.6936108,0.030786602,0.9342658,1940.2518178830471,1208.000698767448,2780.433891622752,763.0194909135157,26.107299505631058,7.141411797007279,3401.7126091703058,2576.5090498692985,309.63715,163.86555,669.67084,136.36696,150.0,0.4494077,0.3646947,0.25008583,0.22776504,0.18225494,0.21496564,0.30526468,0.24961966,0.50135666,0.3271337,0.50035745,0.33495575,0.33427256,0.26847342,0.28355455,0.2028116,0.3241191,0.33651736,0.3434631,0.3710257,0.324765,0.3171447,0.40459,0.27974927,d:\multimodal emotion recognition system\data\Audio_Song_Actors_01-24\Actor_01\03-02-02-01-01-01-01.wav,03,02,calm,01,01,01,01,male
0.030621902533039647,0.033646475920778615,0.2314453125,0.21736999,0.09355366,0.39119524,-152.78827,69.09506,-0.5859700441360474,-0.47869706,111.15688,42.153316,-1.4068775177001953,2.8190646,-5.8563743,27.040096,1.241405963897705,2.1285806,26.003212,27.98692,-0.11233366280794144,0.08378339,0.54202,20.73667,-0.003854209091514349,-0.96338725,-18.188543,18.711311,-0.21685104072093964,0.5835357,-11.721762,16.208155,-0.24231533706188202,-0.70043683,-32.404903,13.3598995,0.2936464548110962,-0.0908227,-19.652508,14.3763275,0.07940281182527542,-0.10528278,3.527084,14.055503,-0.9682921767234802,0.69991446,-17.006907,14.507872,0.0971946120262146,-0.5999365,-7.5900865,12.856499,-0.33320435881614685,0.70113397,-19.292295,10.980474,0.2678479552268982,-0.0830667,-0.5161091,11.38448,-0.05948449,5.413049,0.24123023,6.9150863,-0.00012964089,3.113774,-0.16931623,4.591594,0.054150935,1.7392268,-0.29861686,2.9504557,-0.12980767,1.4327129,-0.000851648,3.0717154,-0.015419524,1.3156312,0.008008243,3.3078737,0.16414343,1.5440149,-0.04415217,1.9880949,0.013556514,0.86751556,0.03538919,2.3380976,0.056166682,1.0280143,0.13189667,2.061078,-0.0059661465,1.1214606,0.03786402,1.7762622,-0.03325245,0.9648081,-0.01752927,1.8407081,0.014506078,0.87645924,-0.042016186,2.1184475,0.03160668,1.0429727,-0.06781634,1.7270253,0.06414595,0.83495194,2018.4873040784971,1187.2022977073332,2899.729330199389,676.9895232596904,28.202582281520566,6.274197272440614,3630.8507709251103,2524.0023588785893,359.75104,187.78996,708.2729,138.88055,166.66666666666666,0.48160464,0.34435427,0.37367398,0.32184273,0.17072713,0.1731509,0.25802973,0.22872852,0.44327244,0.31860137,0.5563042,0.32825533,0.4475042,0.32466897,0.30911627,0.21094157,0.27608192,0.2696651,0.29096404,0.34588793,0.29146713,0.32770693,0.3527512,0.32081583,d:\multimodal emotion recognition system\data\Audio_Song_Actors_01-24\Actor_01\03-02-02-01-01-02-01.wav,03,02,calm,01,01,02,01,male
0.04002963622104247,0.057992607406785086,0.25732421875,0.22879769,0.11458243,0.44828102,-164.71603,93.92462,-1.0841801166534424,0.46481633,110.62256,64.95663,-1.4527678489685059,1.4411912,14.881801,31.170692,0.8995493650436401,0.20120025,19.911175,23.8649,-0.045763663947582245,-0.42531204,-0.09839645,20.989788,-0.6837676167488098,-0.5317192,-10.644081,20.901817,0.1733814775943756,-0.18901396,-6.097886,20.347662,-0.0752619281411171,-0.7744248,-23.91168,17.046654,-0.07584317773580551,-0.7882843,-20.859642,13.735469,-0.33632129430770874,0.22733665,2.0464106,13.272496,-0.055328913033008575,-0.9040308,-10.420793,10.198903,0.04934762790799141,-0.12679338,-9.109245,9.171933,0.11515272408723831,0.5708635,-15.968146,10.755529,0.037922557443380356,-0.47519207,0.059720367,12.672485,0.16339488,5.7854867,-0.14465515,9.073535,-0.08679471,3.968792,-0.23294751,5.226453,-0.01007262,2.1885984,-0.09596758,3.024911,-0.014920637,1.3429036,0.04846293,2.8887935,-0.021049641,1.3536141,0.05618302,3.5816655,0.021488324,1.6542656,-0.007071852,2.2216187,-0.013780687,1.1666017,0.0035859959,2.6903727,0.02367966,1.187408,0.07466302,2.0027542,0.036641788,0.955726,0.07202381,1.8251504,-0.0070923734,0.9958339,0.0031182058,1.493934,-0.008073916,0.7572472,-0.016034663,1.5589304,0.034852482,0.8787303,-0.0446634,1.9069527,0.033703316,0.9854924,2239.3810552573336,1729.6063401005688,3012.183876989197,790.9752685109178,27.799818678802414,5.907125096901482,3768.188947876448,3306.9297962692317,243.308,131.70259,573.62085,99.52726,162.16216216216216,0.49337497,0.3252709,0.3345597,0.29671404,0.27166894,0.26638088,0.3389735,0.26770687,0.5151161,0.34659284,0.57172817,0.35946512,0.44970068,0.3064179,0.34294626,0.23780881,0.31367454,0.2646953,0.32000613,0.3490657,0.33589455,0.3359155,0.468554,0.33221465,d:\multimodal emotion recognition system\data\Audio_Song_Actors_01-24\Actor_01\03-02-02-01-02-01-01.wav,03,02,calm,01,02,01,01,male
0.04057637617677824,0.05809800516067277,0.25048828125,0.26553294,0.10949236,0.4819654,-133.91838,63.67173,-0.8316808342933655,-0.059465885,110.55651,61.026657,-1.4933794736862183,1.9313302,2.560485,29.765259,1.240051507949829,1.113842,20.223661,22.301928,0.22696883976459503,-0.24396825,-2.115415,18.274216,-0.12715309858322144,-0.41226268,-18.232336,20.358345,0.30561891198158264,0.18917274,-13.266088,17.470919,0.0514390654861927,-0.95786333,-29.15734,17.43593,0.26629841327667236,-0.4133098,-22.8397,14.283618,-0.2733120322227478,-0.6140871,5.712328,13.783024,0.22816362977027893,-0.73353386,-13.928323,11.222593,0.49509140849113464,0.029461384,-5.4454494,9.437653,0.09892235696315765,0.12392306,-17.747356,10.561978,0.16771064698696136,-0.548517,-0.43951133,10.655606,-0.15232812,4.887393,0.009311652,8.58398,-0.07655525,3.6657364,0.054296583,5.335296,0.15271641,2.5199695,-0.2994919,2.952616,0.024195584,1.3185283,0.051879548,3.1083844,0.008273429,1.2884182,0.051269356,3.4995632,0.089905724,1.5563202,0.09128398,2.180966,0.027454209,1.0917543,0.13938917,2.9117696,0.114314884,1.3771163,-0.018087618,1.8797467,-0.040486228,0.9922635,0.0409836,2.041443,-0.029922001,0.89822555,-0.03061159,1.8084964,0.026794067,1.0622804,-0.059324056,1.6355224,0.008202387,0.8267709,-0.08852099,1.8521657,0.03488071,0.96484256,2120.6612037494006,1621.8599823656248,2806.5217390711064,746.8485868884285,27.355841179325807,7.773624310528084,3621.633106694561,2965.8063632343583,342.17365,166.51698,700.36255,137.13676,166.66666666666666,0.519579,0.36553997,0.31919295,0.3000403,0.23007311,0.2875333,0.28852102,0.2660807,0.41231322,0.2981242,0.47592255,0.34640273,0.33860976,0.2711964,0.24151394,0.1941745,0.25789654,0.28357708,0.28987232,0.36741912,0.2860966,0.29865834,0.42845315,0.30765343,d:\multimodal emotion recognition system\data\Audio_Song_Actors_01-24\Actor_01\03-02-02-01-02-02-01.wav,03,02,calm,01,02,02,01,male
0.02818315484550562,0.030813185037492207,0.2236328125,0.24459653,0.103523634,0.43572783,-149.87363,80.77016,-0.68967604637146,-0.027754545,127.65368,43.2927,-1.4497497081756592,3.8939037,-10.613845,25.692682,1.4886385202407837,3.1387472,24.558157,25.886654,0.31324538588523865,0.1842854,-4.015624,17.26609,-0.102461077272892,-0.73585653,-18.828121,15.671389,-0.460907518863678,0.10973406,-15.176044,14.74922,0.09449737519025803,-0.6129751,-31.258522,16.728098,0.39958804845809937,-0.37908602,-10.538298,16.051405,-0.3613252341747284,-0.11731577,2.019337,12.489202,-0.8069551587104797,0.18551254,-14.25817,12.693484,0.21888957917690277,-0.3330388,-4.7116814,11.344896,-0.1900511234998703,0.06469011,-23.395777,10.328923,0.8827007412910461,0.7717433,-0.61899143,10.621812,-0.24259217,4.687096,0.09309899,6.283606,-0.057296738,2.608392,-0.047317203,4.4743657,0.09712152,1.8660235,-0.2736239,2.4866414,-0.064547725,1.2044295,0.08376874,2.2293665,0.03610632,1.0747571,0.08699289,2.1861808,0.059392057,1.0597409,0.013948737,1.7799164,0.003063868,0.9022218,0.091592535,2.70847,0.01614136,1.2335382,0.138926,1.8559114,-0.037781283,0.9137558,0.082505435,1.5184989,0.012662545,0.83640873,0.06103205,1.4736491,0.029078262,0.8240297,-0.0734435,1.6691046,-0.024637869,0.8995503,-0.09396175,1.6115237,0.013442505,0.81451315,1715.3186205388827,1095.6145198432928,2652.569969623325,676.3640047846123,26.507200655833454,5.582295415838867,2924.3328651685392,2286.654027692185,359.24838,186.85081,722.5187,141.19698,162.16216216216216,0.45043746,0.378607,0.26729268,0.23955494,0.17165653,0.17718346,0.30146343,0.24387491,0.4986566,0.3318358,0.53605336,0.33304605,0.3969427,0.33264142,0.27965686,0.22811191,0.26376864,0.29220706,0.26171377,0.3418991,0.22291854,0.273894,0.32153767,0.2908765,d:\multimodal emotion recognition system\data\Audio_Song_Actors_01-24\Actor_01\03-02-02-02-01-01-01.wav,03,02,calm,02,01,01,01,male
0.03429422260802469,0.04112804007998656,0.2431640625,0.19463263,0.09455056,0.3969873,-172.16008,85.66724,-0.5591487884521484,-0.5849309,114.7371,51.979996,-1.369441032409668,2.706644,-4.831654,30.698244,1.562827467918396,2.9845395,24.722233,30.154966,0.329510897397995,0.4579575,0.4443842,20.997097,0.18381571769714355,-0.16597223,-17.420698,17.71908,-0.2294442057609558,-0.2004056,-21.666742,16.03815,-0.2579197883605957,0.08386755,-24.811636,13.843191,-0.290452241897583,-0.087781906,-21.803118,14.2291975,0.08756177127361298,-0.57466125,2.9960473,17.007347,-0.4697721302509308,-0.45397377,-15.417689,14.036032,-0.09883959591388702,-0.3196354,-7.89953,12.194973,0.551420271396637,-0.030700207,-19.423925,9.98902,0.4859953224658966,0.052271605,-0.6021034,12.077379,-0.012176631,5.206281,0.13212162,7.202508,-0.08463727,2.979878,-0.104821816,5.425077,0.104024895,2.0198061,-0.2986097,2.8824296,-0.071516775,1.2679932,0.14752588,2.9930634,-0.046380907,1.4097337,0.15586415,2.6369717,0.07572151,1.1656133,-0.026421329,2.107786,0.056128718,1.0851905,-0.08347315,2.3413005,0.10072207,1.2092882,-0.071238615,1.7762065,-0.010314133,1.0326864,0.0045408946,1.9638982,0.018068783,0.88510716,0.091908395,1.626845,-0.0034645281,1.0130112,-0.05012853,1.7686079,-0.037005994,1.0185448,-0.061058853,1.5829129,0.025782509,0.9292444,2036.2193993073097,1395.8251981670405,2873.577181818767,743.8936312757968,28.0418059265034,7.569862787824201,3449.8456790123455,2855.709071919263,362.661,211.8132,1595.8168,123.00796,150.0,0.45049244,0.37181023,0.3501628,0.29739508,0.18302321,0.20129918,0.26032192,0.23903343,0.5110551,0.35551292,0.59175295,0.31919038,0.4431891,0.3281667,0.33743337,0.25629234,0.27436602,0.27222127,0.2718463,0.3368026,0.2660881,0.32765552,0.30184397,0.26321658,d:\multimodal emotion recognition system\data\Audio_Song_Actors_01-24\Actor_01\03-02-02-02-01-02-01.wav,03,02,calm,02,01,02,01,male
